1.00 -9.89295e-02 -9.15191e-02 5.27666e-02  0.010473557  1.251896192
1.00 6.49258e-02 7.22767e-02 1.13759e-01  0.011190169  1.271396192
2.80 8.16948e-02 -2.56075e-01 7.24990e-02  0.038752161  2.276714422
13.60 1.17423e-01 1.30718e-01 2.05741e-01  0.036602325  2.480275716
17.40 -5.97716e-03 1.16900e-01 8.18206e-02  0.010197937  1.503305536
21.80 4.38418e-02 -3.29386e-02 6.86316e-02  0.003858679  0.850372489
21.80 -3.83377e-02 1.24348e-01 -7.30613e-02  0.011135045  1.048372489
22.20 1.29188e-01 -1.19511e-01 -6.89056e-02  0.017860171  1.185069105
23.20 9.46337e-02 3.45105e-03 -6.27022e-02  0.006449506  0.784296774
23.20 6.18594e-02 7.40315e-03 -1.33557e-01  0.010859425  0.904296774
24.00 -1.60781e-02 3.78977e-02 3.58044e-02  0.001488348  0.612459007
24.20 -7.06556e-02 -5.52732e-02 9.27367e-02  0.008323722  0.794676706
24.20 8.88732e-03 1.73816e-01 -1.21657e-01  0.022545709  1.181676705
24.20 -4.21998e-02 9.94689e-02 9.39747e-02  0.010253061  0.847176706
24.20 -1.07522e-01 1.69028e-01 -1.04479e-02  0.020120254  1.115676705
24.40 7.33471e-02 -2.22225e-02 1.31866e-01  0.011631161  0.883037655
24.40 -2.40741e-02 -1.14835e-01 2.23510e-01  0.031861663  1.433537654
24.60 -9.86749e-02 -1.92280e-01 1.08273e-01  0.029215711  1.361999486
24.60 -8.68138e-02 1.03896e-02 1.87434e-01  0.021388106  1.148999486
24.80 6.09343e-02 3.41372e-03 1.81626e-01  0.018356287  1.069021791
25.00 -2.95751e-02 -6.95724e-03 2.08847e-01  0.022270089  1.180077113
25.00 -1.14384e-01 -1.05816e-01 6.10097e-02  0.014001492  0.955077114
27.60 5.90807e-02 -1.15126e-01 -6.48275e-02  0.010473557  1.120019040
27.80 1.07708e-01 -3.26330e-02 1.93641e-01  0.025081413  1.553264678
28.00 -1.20977e-01 -9.08907e-02 -1.89382e-01  0.029381083  1.707647816
