   0.00 0.00000e+00 0.00000e+00 0.00000e+00
   0.20 1.16992e-04 0.00000e+00 2.67911e-01
   0.40 8.68066e-05 0.00000e+00 2.72005e-01
   0.60 5.94142e-05 0.00000e+00 2.74988e-01
   0.80 3.52482e-05 0.00000e+00 2.79941e-01
   1.00 1.43142e-05 6.71375e-18 2.87962e-01
   1.20 3.54324e-06 6.71375e-18 3.00135e-01
   1.40 1.78279e-05 0.00000e+00 3.04432e-01
   1.60 2.89900e-05 0.00000e+00 3.05627e-01
   1.80 3.67798e-05 0.00000e+00 3.13409e-01
   2.00 4.15775e-05 0.00000e+00 3.17253e-01
   2.20 4.38764e-05 0.00000e+00 3.22091e-01
   2.40 4.43164e-05 0.00000e+00 3.26655e-01
   2.60 2.86592e-05 0.00000e+00 2.93048e-01
   2.80 2.61672e-05 0.00000e+00 3.43728e-01
   3.00 2.23176e-05 0.00000e+00 3.14667e-01
   3.20 1.72637e-05 6.71375e-18 3.08823e-01
   3.40 1.15519e-05 0.00000e+00 3.03934e-01
   3.60 5.39833e-06 0.00000e+00 3.03021e-01
   3.80 8.74328e-07 0.00000e+00 3.08358e-01
   4.00 7.17348e-06 0.00000e+00 3.13011e-01
   4.20 1.33553e-05 0.00000e+00 3.13849e-01
   4.40 1.91890e-05 1.34275e-17 3.25654e-01
   4.60 2.46742e-05 0.00000e+00 3.26578e-01
   4.80 2.99926e-05 0.00000e+00 3.45767e-01
   5.00 3.52131e-05 0.00000e+00 3.88369e-01
   5.20 3.99441e-05 6.71375e-18 3.48274e-01
   5.40 4.41513e-05 0.00000e+00 3.62177e-01
   5.60 4.81218e-05 0.00000e+00 3.79269e-01
   5.80 5.21413e-05 0.00000e+00 3.81430e-01
   6.00 5.64038e-05 0.00000e+00 3.91371e-01
   6.20 6.09103e-05 0.00000e+00 4.01230e-01
   6.40 6.58061e-05 0.00000e+00 4.08239e-01
   6.60 7.12662e-05 0.00000e+00 4.20348e-01
   6.80 7.72897e-05 0.00000e+00 4.17150e-01
   7.00 8.37981e-05 0.00000e+00 4.16815e-01
   7.20 9.08640e-05 0.00000e+00 4.17510e-01
   7.40 9.84992e-05 0.00000e+00 4.17766e-01
   7.60 1.06714e-04 0.00000e+00 4.15316e-01
   7.80 1.15481e-04 0.00000e+00 4.15786e-01
   8.00 1.24695e-04 0.00000e+00 4.13400e-01
   8.20 1.34263e-04 6.71375e-18 4.11815e-01
   8.40 1.44095e-04 0.00000e+00 4.06643e-01
   8.60 1.53960e-04 0.00000e+00 4.01222e-01
   8.80 1.63661e-04 0.00000e+00 3.98272e-01
   9.00 1.72949e-04 0.00000e+00 3.94939e-01
   9.20 1.77629e-04 0.00000e+00 4.28113e-01
   9.40 1.85681e-04 6.71375e-18 4.22114e-01
   9.60 1.92208e-04 0.00000e+00 4.16191e-01
   9.80 1.96753e-04 0.00000e+00 4.12052e-01
  10.00 1.99127e-04 0.00000e+00 4.09220e-01
  10.20 1.98897e-04 0.00000e+00 4.00458e-01
  10.40 1.95613e-04 0.00000e+00 4.02641e-01
  10.60 1.89010e-04 6.71375e-18 3.88742e-01
  10.80 1.78884e-04 0.00000e+00 3.81515e-01
  11.00 1.65167e-04 0.00000e+00 3.78724e-01
  11.20 1.47670e-04 0.00000e+00 3.75756e-01
  11.40 1.26536e-04 0.00000e+00 3.64246e-01
  11.60 1.02060e-04 0.00000e+00 3.58383e-01
  11.80 7.43920e-05 0.00000e+00 3.77282e-01
  12.00 2.57314e-05 0.00000e+00 1.01933e+00
  12.20 2.64751e-07 0.00000e+00 1.07164e+00
  12.40 2.11425e-05 0.00000e+00 3.82972e-01
  12.60 5.52129e-05 0.00000e+00 3.63784e-01
  12.80 8.90549e-05 0.00000e+00 3.64342e-01
  13.00 1.21940e-04 0.00000e+00 3.63803e-01
  13.20 1.53189e-04 0.00000e+00 3.59275e-01
  13.40 1.82081e-04 0.00000e+00 3.53652e-01
  13.60 2.08076e-04 6.71375e-18 3.46131e-01
  13.80 2.30489e-04 6.71375e-18 3.49500e-01
  14.00 2.49949e-04 6.71375e-18 3.72361e-01
  14.20 2.65756e-04 0.00000e+00 3.53303e-01
  14.40 2.77115e-04 0.00000e+00 3.26394e-01
  14.60 2.85960e-04 0.00000e+00 3.08117e-01
  14.80 2.91930e-04 6.71375e-18 2.98800e-01
  15.00 2.94611e-04 0.00000e+00 2.91896e-01
  15.20 2.56116e-04 0.00000e+00 2.24738e-01
  15.40 2.16318e-04 0.00000e+00 2.34886e-01
  15.60 2.15034e-04 6.71375e-18 2.21508e-01
  15.80 2.12973e-04 0.00000e+00 2.02718e-01
  16.00 2.10482e-04 0.00000e+00 1.97700e-01
  16.20 2.07888e-04 0.00000e+00 1.81138e-01
  16.40 2.05378e-04 0.00000e+00 1.87032e-01
  16.60 2.03190e-04 0.00000e+00 1.71339e-01
  16.80 2.01530e-04 0.00000e+00 1.65981e-01
  17.00 2.00314e-04 0.00000e+00 1.67433e-01
  17.20 1.99478e-04 0.00000e+00 1.71074e-01
  17.40 1.98819e-04 0.00000e+00 1.79621e-01
  17.60 1.98468e-04 0.00000e+00 1.93911e-01
  17.80 1.98303e-04 0.00000e+00 2.12534e-01
  18.00 1.98335e-04 6.71375e-18 2.42169e-01
  18.20 1.98418e-04 0.00000e+00 2.93484e-01
  18.40 2.48961e-04 0.00000e+00 3.88296e-01
  18.60 2.46380e-04 6.71375e-18 4.94811e-01
  18.80 2.48445e-04 0.00000e+00 6.95448e-01
  19.00 2.14066e-04 0.00000e+00 1.12289e+00
  19.20 2.16176e-04 0.00000e+00 8.87376e-01
  19.40 2.39647e-04 0.00000e+00 5.42410e-01
  19.60 2.31371e-04 0.00000e+00 3.71176e-01
  19.80 2.23453e-04 0.00000e+00 2.84370e-01
  20.00 2.16869e-04 0.00000e+00 2.61786e-01
  20.20 2.12608e-04 0.00000e+00 2.94995e-01
  20.40 2.09993e-04 6.71375e-18 2.64724e-01
  20.60 2.07061e-04 0.00000e+00 2.52521e-01
  20.80 2.26556e-04 0.00000e+00 2.83238e-01
  21.00 2.30952e-04 0.00000e+00 2.74197e-01
  21.20 2.35244e-04 0.00000e+00 2.64505e-01
  21.40 2.39486e-04 6.71375e-18 2.53632e-01
  21.60 2.43517e-04 6.71375e-18 2.46304e-01
  21.80 2.46505e-04 0.00000e+00 2.35442e-01
  22.00 2.48206e-04 0.00000e+00 2.29739e-01
  22.20 2.48422e-04 0.00000e+00 2.26593e-01
  22.40 2.01988e-04 6.71375e-18 2.26868e-01
  22.60 1.51691e-04 0.00000e+00 2.08120e-01
  22.80 1.43908e-04 6.71375e-18 2.14778e-01
  23.00 1.33564e-04 6.71375e-18 2.12409e-01
  23.20 1.19220e-04 6.71375e-18 2.15769e-01
  23.40 9.96405e-05 6.71375e-18 2.16248e-01
  23.60 1.26892e-04 0.00000e+00 2.79869e-01
  23.80 9.87843e-05 0.00000e+00 2.82013e-01
  24.00 6.78787e-05 0.00000e+00 2.83712e-01
  24.20 3.64091e-05 0.00000e+00 2.85141e-01
  24.40 6.01163e-06 0.00000e+00 2.85435e-01
  24.60 2.30079e-05 0.00000e+00 2.84603e-01
  24.80 5.02519e-05 0.00000e+00 2.83109e-01
