   0.00 9.816242610e-02 0.000000000e+00 9.816242610e-02 9.980201700e-02
   0.20 9.784984721e-02 -3.710240000e-04 9.784984721e-02 9.960729100e-02
   0.40 9.878702126e-02 4.451400000e-04 9.878702126e-02 1.006534080e-01
   0.60 1.010070642e-01 2.484875000e-03 1.010070642e-01 1.029757360e-01
   0.80 1.044171300e-01 5.653986000e-03 1.044171300e-01 1.064791240e-01
   1.00 1.087746412e-01 9.715108000e-03 1.087746412e-01 1.109226300e-01
   1.20 1.137018637e-01 1.429555700e-02 1.137018637e-01 1.159289160e-01
   1.40 1.187132765e-01 1.891209700e-02 1.187132765e-01 1.210103900e-01
   1.60 1.232774126e-01 2.303565300e-02 1.232774126e-01 1.256328000e-01
   1.80 1.269054041e-01 2.618160600e-02 1.269054041e-01 1.293061760e-01
   2.00 1.292329707e-01 2.799042000e-02 1.292329707e-01 1.316671410e-01
   2.20 1.300765795e-01 2.828154700e-02 1.300765795e-01 1.325324740e-01
   2.40 1.294483722e-01 2.706868100e-02 1.294483722e-01 1.319136390e-01
   2.60 1.275240490e-01 2.452886100e-02 1.275240490e-01 1.299862030e-01
   2.80 1.245803727e-01 2.094083300e-02 1.245803727e-01 1.270282090e-01
   3.00 1.209321462e-01 1.662142900e-02 1.209321462e-01 1.233564140e-01
   3.20 1.168968676e-01 1.188247900e-02 1.168968676e-01 1.192830020e-01
   3.40 1.127809470e-01 7.010797000e-03 1.127809470e-01 1.150945840e-01
   3.60 1.087952853e-01 2.254659000e-03 1.087952853e-01 1.110383030e-01
   3.80 1.051498641e-01 -2.179725000e-03 1.051498641e-01 1.073188980e-01
   4.00 1.020236709e-01 -6.120879000e-03 1.020236709e-01 1.041063800e-01
   4.20 9.954742394e-02 -9.433433000e-03 9.954742394e-02 1.015339020e-01
   4.40 9.780537200e-02 -1.202508400e-02 9.780537200e-02 9.968959000e-02
   4.60 9.683884431e-02 -1.385045700e-02 9.683884431e-02 9.861377100e-02
   4.80 9.664172894e-02 -1.490783900e-02 9.664172894e-02 9.830316100e-02
   5.00 9.716923343e-02 -1.523145400e-02 9.716923343e-02 9.871811300e-02
   5.20 9.835370757e-02 -1.488147900e-02 9.835370757e-02 9.979216800e-02
   5.40 1.001105007e-01 -1.393496000e-02 1.001105007e-01 1.014410090e-01
   5.60 1.023427375e-01 -1.248055900e-02 1.023427375e-01 1.035679400e-01
   5.80 1.049476042e-01 -1.061203100e-02 1.049476042e-01 1.060714480e-01
   6.00 1.078248292e-01 -8.420235000e-03 1.078248292e-01 1.088532870e-01
   6.20 1.108817855e-01 -5.990620000e-03 1.108817855e-01 1.118208030e-01
   6.40 1.140291125e-01 -3.405466000e-03 1.140291125e-01 1.148848000e-01
   6.60 1.171779138e-01 -7.469010000e-04 1.171779138e-01 1.179566860e-01
   6.80 1.202379078e-01 1.901302000e-03 1.202379078e-01 1.209468410e-01
   7.00 1.231169264e-01 4.452337000e-03 1.231169264e-01 1.237634680e-01
   7.20 1.257184067e-01 6.814365000e-03 1.257184067e-01 1.263109240e-01
   7.40 1.279403683e-01 8.889051000e-03 1.279403683e-01 1.284884300e-01
   7.60 1.296768523e-01 1.057254600e-02 1.296768523e-01 1.301910900e-01
   7.80 1.308220174e-01 1.175986900e-02 1.308220174e-01 1.313141890e-01
   8.00 1.312794184e-01 1.235241100e-02 1.312794184e-01 1.317606590e-01
   8.20 1.309692963e-01 1.226733300e-02 1.309692963e-01 1.314504450e-01
   8.40 1.298381500e-01 1.144744500e-02 1.298381500e-01 1.303303140e-01
   8.60 1.278712494e-01 9.870394000e-03 1.278712494e-01 1.283829260e-01
   8.80 1.250882702e-01 7.555446000e-03 1.250882702e-01 1.256335060e-01
   9.00 1.215556039e-01 4.566342000e-03 1.215556039e-01 1.221525890e-01
   9.20 1.173950754e-01 1.009490000e-03 1.173950754e-01 1.180540430e-01
