   0.00 0.00000e+00 1.00000e+00 0.00000e+00
   0.20 3.13049e-09 9.99978e-01 2.22616e-05
   0.40 1.08697e-08 9.99912e-01 8.81686e-05
   0.60 1.85486e-08 9.99799e-01 2.01324e-04
   0.80 2.12997e-08 9.99635e-01 3.64588e-04
   1.00 1.72617e-08 9.99437e-01 5.62505e-04
   1.20 8.95803e-09 9.99221e-01 7.78708e-04
   1.40 1.77056e-09 9.98975e-01 1.02451e-03
   1.60 3.30700e-10 9.98682e-01 1.31781e-03
   1.80 8.21614e-09 9.98986e-01 1.01412e-03
   2.00 1.81238e-08 9.98688e-01 1.31177e-03
   2.20 2.37504e-08 9.98350e-01 1.64989e-03
   2.40 2.15407e-08 9.97969e-01 2.03062e-03
   2.60 9.79059e-09 9.98340e-01 1.65974e-03
   2.80 1.32180e-09 9.98660e-01 1.34033e-03
   3.00 7.75181e-10 9.98926e-01 1.07424e-03
   3.20 4.91380e-09 9.98645e-01 1.35522e-03
   3.40 9.18450e-09 9.98313e-01 1.68725e-03
   3.60 1.05001e-08 9.97348e-01 2.65190e-03
   3.80 9.21640e-09 9.96771e-01 3.22862e-03
   4.00 4.61768e-09 9.97249e-01 2.75145e-03
   4.20 4.04031e-09 9.97596e-01 2.40356e-03
   4.40 5.33618e-09 9.97812e-01 2.18838e-03
   4.60 5.23240e-09 9.97898e-01 2.10232e-03
   4.80 3.50883e-09 9.97859e-01 2.14112e-03
   5.00 3.09754e-09 9.97687e-01 2.31331e-03
   5.20 6.14808e-09 9.97736e-01 2.26427e-03
   5.40 9.59114e-09 9.97681e-01 2.31873e-03
   5.60 1.28103e-08 9.97507e-01 2.49341e-03
   5.80 8.95043e-09 9.97505e-01 2.49518e-03
   6.00 3.85285e-09 9.97411e-01 2.58889e-03
   6.20 2.04454e-09 9.97220e-01 2.78036e-03
   6.40 3.58704e-09 9.97177e-01 2.82317e-03
   6.60 7.33204e-09 9.97053e-01 2.94711e-03
   6.80 8.79622e-09 9.96810e-01 3.19045e-03
   7.00 9.64786e-09 9.96891e-01 3.10886e-03
   7.20 8.08957e-09 9.96758e-01 3.24229e-03
   7.40 6.00099e-09 9.96357e-01 3.64263e-03
   7.60 7.37985e-09 9.96778e-01 3.22214e-03
   7.80 6.36585e-09 9.96285e-01 3.71492e-03
   8.00 5.71643e-09 9.95412e-01 4.58791e-03
   8.20 6.42206e-09 9.94113e-01 5.88735e-03
   8.40 1.18685e-08 9.95549e-01 4.45128e-03
   8.60 1.64407e-08 9.94101e-01 5.89907e-03
   8.80 2.28323e-08 9.95694e-01 4.30577e-03
   9.00 1.95233e-08 9.96899e-01 3.10083e-03
   9.20 9.12574e-09 9.97691e-01 2.30875e-03
   9.40 1.73182e-09 9.97038e-01 2.96237e-03
   9.60 5.05652e-09 9.95856e-01 4.14358e-03
   9.80 2.14270e-08 9.97137e-01 2.86336e-03
  10.00 3.77643e-08 9.97966e-01 2.03381e-03
  10.20 3.54496e-08 9.97199e-01 2.80112e-03
  10.40 2.28410e-08 9.95974e-01 4.02625e-03
  10.60 7.77394e-09 9.97273e-01 2.72691e-03
  10.80 3.10247e-09 9.98142e-01 1.85806e-03
  11.00 6.36488e-09 9.97319e-01 2.68114e-03
  11.20 7.70207e-09 9.96126e-01 3.87355e-03
  11.40 9.87918e-09 9.97337e-01 2.66311e-03
  11.60 1.07089e-08 9.96168e-01 3.83184e-03
  11.80 1.51787e-08 9.97319e-01 2.68119e-03
  12.00 2.48334e-08 9.98133e-01 1.86699e-03
  12.20 3.22506e-08 9.98633e-01 1.36667e-03
  12.40 2.91975e-08 9.98842e-01 1.15798e-03
  12.60 1.74799e-08 9.98782e-01 1.21771e-03
  12.80 1.16114e-08 9.98832e-01 1.16782e-03
  13.00 2.21876e-08 9.98789e-01 1.21074e-03
  13.20 5.49947e-08 9.98529e-01 1.47092e-03
  13.40 9.49486e-08 9.98768e-01 1.23158e-03
  13.60 1.17999e-07 9.98809e-01 1.19057e-03
  13.80 1.05507e-07 9.98762e-01 1.23797e-03
  14.00 7.27984e-08 9.98567e-01 1.43316e-03
  14.20 4.54414e-08 9.98243e-01 1.75727e-03
  14.40 4.46786e-08 9.98547e-01 1.45255e-03
  14.60 6.28189e-08 9.98699e-01 1.30122e-03
  14.80 8.47534e-08 9.98567e-01 1.43294e-03
  15.00 9.94114e-08 9.98333e-01 1.66692e-03
  15.20 9.92296e-08 9.98544e-01 1.45546e-03
  15.40 7.55788e-08 9.98628e-01 1.37228e-03
  15.60 4.29058e-08 9.98591e-01 1.40904e-03
  15.80 1.70861e-08 9.98614e-01 1.38622e-03
  16.00 1.81719e-08 9.98546e-01 1.45369e-03
  16.20 3.60284e-08 9.98374e-01 1.62579e-03
  16.40 5.51409e-08 9.98096e-01 1.90364e-03
  16.60 5.54137e-08 9.94659e-01 1.68699e-03
  16.80 4.42817e-08 9.90726e-01 1.97991e-03
  17.00 2.46066e-08 9.86713e-01 2.36683e-03
  17.20 7.12662e-09 9.83402e-01 2.06486e-03
  17.40 2.17046e-09 9.80017e-01 1.84977e-03
  17.60 1.09616e-08 9.76544e-01 1.73570e-03
  17.80 2.59386e-08 9.73053e-01 1.65151e-03
