0.20 5.06904e-02 1.58996e-02 -6.12765e-03  0.001429929  0.086732831
0.60 8.61248e-02 -3.60438e-02 -2.73629e-02  0.004732685  0.182353215
0.60 -8.78746e-02 -1.13872e-02 -1.40174e-02  0.004024048  0.163070210
1.40 -9.69405e-02 -1.25620e-02 -1.54635e-02  0.004897190  0.195766980
3.60 6.71211e-02 -6.20934e-02 -3.58008e-02  0.004821265  0.192228923
3.80 -8.50663e-02 -1.10233e-02 -1.35694e-02  0.003770963  0.161635553
5.60 7.38740e-02 2.31714e-02 -8.93018e-03  0.003037017  0.115980908
6.20 -6.64743e-02 -1.42746e-02 -4.03558e-02  0.003125597  0.110603793
8.20 2.64561e-02 2.83198e-02 -4.25849e-02  0.001657705  0.058201180
8.60 -8.55326e-02 -4.44224e-02 -7.04649e-03  0.004669414  0.140984658
8.60 8.88043e-02 -4.10638e-03 -1.79497e-02  0.004112628  0.125833726
9.40 -8.41692e-02 -1.80744e-02 -5.10982e-02  0.005011079  0.156520843
9.60 -8.13591e-02 -1.74709e-02 -4.93922e-02  0.004682068  0.150166809
9.60 6.52644e-02 9.10559e-03 4.86250e-02  0.003353373  0.114011175
9.60 -9.65640e-02 -1.25133e-02 -1.54035e-02  0.004859228  0.154987561
11.20 6.88596e-02 9.60719e-03 5.13036e-02  0.003733000  0.148282955
11.20 -8.82561e-02 -4.08103e-03 1.78389e-02  0.004062011  0.157235779
11.20 8.98906e-02 -4.15661e-03 -1.81693e-02  0.004213861  0.161367851
11.20 8.72788e-02 2.73759e-02 -1.05506e-02  0.004239170  0.162056530
16.40 -3.33770e-02 -5.13565e-02 -5.96878e-02  0.003657075  0.102961945
16.60 0.00000e+00 0.00000e+00 0.00000e+00 0.000015560 -0.000423407
16.60 0.00000e+00 0.00000e+00 0.00000e+00 0.000015560 -0.000423407
16.80 0.00000e+00 0.00000e+00 0.00000e+00 0.000152446 -0.004148276
16.80 0.00000e+00 0.00000e+00 0.00000e+00 0.000152446 -0.004148276
16.80 0.00000e+00 0.00000e+00 0.00000e+00 0.000152446 -0.004148276
16.80 0.00000e+00 0.00000e+00 0.00000e+00 0.000152446 -0.004148276
16.80 0.00000e+00 0.00000e+00 0.00000e+00 0.000152446 -0.004148276
17.00 8.31755e-03 -6.67390e-02 -4.21727e-02  0.003150905  0.078181459
17.00 0.00000e+00 0.00000e+00 0.00000e+00 0.000277790 -0.007559045
17.00 0.00000e+00 0.00000e+00 0.00000e+00 0.000277790 -0.007559045
17.20 0.00000e+00 0.00000e+00 0.00000e+00 0.000385662 -0.010494394
17.20 0.00000e+00 0.00000e+00 0.00000e+00 0.000385662 -0.010494394
17.40 0.00000e+00 0.00000e+00 0.00000e+00 0.000482312 -0.013124392
17.40 0.00000e+00 0.00000e+00 0.00000e+00 0.000482312 -0.013124392
17.40 0.00000e+00 0.00000e+00 0.00000e+00 0.000482312 -0.013124392
17.40 0.00000e+00 0.00000e+00 0.00000e+00 0.000482312 -0.013124392
17.40 0.00000e+00 0.00000e+00 0.00000e+00 0.000482312 -0.013124392
17.40 0.00000e+00 0.00000e+00 0.00000e+00 0.000482312 -0.013124392
17.40 0.00000e+00 0.00000e+00 0.00000e+00 0.000482312 -0.013124392
17.60 0.00000e+00 0.00000e+00 0.00000e+00 0.000557469 -0.015169505
17.60 0.00000e+00 0.00000e+00 0.00000e+00 0.000557469 -0.015169505
17.60 0.00000e+00 0.00000e+00 0.00000e+00 0.000557469 -0.015169505
17.60 0.00000e+00 0.00000e+00 0.00000e+00 0.000557469 -0.015169505
18.00 0.00000e+00 0.00000e+00 0.00000e+00 0.000688409 -0.018732561
