   0.20 0.00000e+00 1.95044e+02
   0.40 0.00000e+00 2.50984e+02
   0.60 0.00000e+00 3.13635e+02
   0.80 0.00000e+00 3.79218e+02
   1.00 0.00000e+00 4.41282e+02
   1.20 0.00000e+00 4.89387e+02
   1.40 0.00000e+00 5.10177e+02
   1.60 0.00000e+00 4.96706e+02
   1.80 0.00000e+00 4.51104e+02
   2.00 0.00000e+00 3.85132e+02
   2.20 0.00000e+00 3.13008e+02
   2.40 0.00000e+00 2.43861e+02
   2.60 0.00000e+00 1.82236e+02
   2.80 0.00000e+00 1.29616e+02
   3.00 0.00000e+00 8.62344e+01
   3.20 0.00000e+00 6.45856e+01
   3.40 0.00000e+00 6.21691e+01
   3.60 0.00000e+00 6.58445e+01
   3.80 0.00000e+00 7.19666e+01
   4.00 0.00000e+00 7.94427e+01
   4.20 0.00000e+00 8.79254e+01
   4.40 0.00000e+00 9.72329e+01
   4.60 0.00000e+00 1.06921e+02
   4.80 0.00000e+00 1.16181e+02
   5.00 0.00000e+00 1.24576e+02
   5.20 0.00000e+00 1.31938e+02
   5.40 0.00000e+00 1.38328e+02
   5.60 0.00000e+00 1.43770e+02
   5.80 0.00000e+00 1.48183e+02
   6.00 0.00000e+00 1.51627e+02
   6.20 0.00000e+00 1.54114e+02
   6.40 0.00000e+00 1.55657e+02
   6.60 0.00000e+00 1.56326e+02
   6.80 0.00000e+00 1.56022e+02
   7.00 0.00000e+00 1.54851e+02
   7.20 0.00000e+00 1.52840e+02
   7.40 0.00000e+00 1.50061e+02
   7.60 0.00000e+00 1.46589e+02
   7.80 0.00000e+00 1.42405e+02
   8.00 0.00000e+00 1.37517e+02
   8.20 0.00000e+00 1.32035e+02
   8.40 0.00000e+00 1.25981e+02
   8.60 0.00000e+00 1.19486e+02
   8.80 0.00000e+00 1.12644e+02
   9.00 0.00000e+00 1.05482e+02
   9.20 0.00000e+00 9.80852e+01
   9.40 0.00000e+00 9.05477e+01
   9.60 0.00000e+00 8.29534e+01
   9.80 0.00000e+00 7.53507e+01
  10.00 0.00000e+00 6.77827e+01
  10.20 0.00000e+00 6.04627e+01
  10.40 0.00000e+00 5.38483e+01
  10.60 0.00000e+00 4.90477e+01
  10.80 0.00000e+00 4.81802e+01
  11.00 0.00000e+00 5.00117e+01
  11.20 0.00000e+00 5.34532e+01
  11.40 0.00000e+00 5.79592e+01
  11.60 0.00000e+00 6.30399e+01
  11.80 0.00000e+00 6.86664e+01
  12.00 0.00000e+00 7.44466e+01
  12.20 0.00000e+00 8.02287e+01
  12.40 0.00000e+00 8.58316e+01
  12.60 0.00000e+00 9.11042e+01
  12.80 0.00000e+00 9.56936e+01
  13.00 0.00000e+00 9.95679e+01
  13.20 0.00000e+00 1.02501e+02
  13.40 0.00000e+00 1.04265e+02
  13.60 0.00000e+00 1.04932e+02
  13.80 0.00000e+00 1.04483e+02
  14.00 0.00000e+00 1.02980e+02
  14.20 0.00000e+00 1.00377e+02
  14.40 0.00000e+00 9.66854e+01
  14.60 0.00000e+00 9.23462e+01
  14.80 0.00000e+00 8.73554e+01
  15.00 0.00000e+00 8.17364e+01
  15.20 0.00000e+00 7.61903e+01
  15.40 0.00000e+00 7.03356e+01
  15.60 0.00000e+00 6.46013e+01
  15.80 0.00000e+00 5.91277e+01
  16.00 0.00000e+00 5.40735e+01
  16.20 0.00000e+00 4.96708e+01
  16.40 0.00000e+00 4.61905e+01
  16.60 0.00000e+00 4.42101e+01
  16.80 0.00000e+00 4.54611e+01
  17.00 0.00000e+00 4.93390e+01
  17.20 0.00000e+00 5.42564e+01
  17.40 0.00000e+00 5.96711e+01
  17.60 0.00000e+00 6.53117e+01
  17.80 0.00000e+00 7.10347e+01
  18.00 0.00000e+00 7.67393e+01
  18.20 0.00000e+00 8.23821e+01
  18.40 0.00000e+00 8.79437e+01
  18.60 0.00000e+00 9.33956e+01
  18.80 0.00000e+00 9.86793e+01
  19.00 0.00000e+00 1.03772e+02
  19.20 0.00000e+00 1.08678e+02
  19.40 0.00000e+00 1.13373e+02
  19.60 0.00000e+00 1.17831e+02
  19.80 0.00000e+00 1.22013e+02
  20.00 0.00000e+00 1.25915e+02
