   0.00 0.00000e+00 0.00000e+00
   0.20 0.00000e+00 8.14353e-01
   0.40 0.00000e+00 8.26791e-01
   0.60 0.00000e+00 8.42202e-01
   0.80 0.00000e+00 8.60460e-01
   1.00 0.00000e+00 8.79859e-01
   1.20 0.00000e+00 8.96751e-01
   1.40 0.00000e+00 9.07478e-01
   1.60 0.00000e+00 9.14476e-01
   1.80 0.00000e+00 9.17304e-01
   2.00 0.00000e+00 9.18243e-01
   2.20 0.00000e+00 9.20795e-01
   2.40 0.00000e+00 9.23922e-01
   2.60 0.00000e+00 9.25181e-01
   2.80 0.00000e+00 9.22577e-01
   3.00 0.00000e+00 9.15668e-01
   3.20 0.00000e+00 9.04881e-01
   3.40 0.00000e+00 8.90943e-01
   3.60 0.00000e+00 8.74655e-01
   3.80 0.00000e+00 8.56759e-01
   4.00 0.00000e+00 8.37846e-01
   4.20 0.00000e+00 8.18327e-01
   4.40 0.00000e+00 7.98453e-01
   4.60 0.00000e+00 7.78366e-01
   4.80 0.00000e+00 7.58105e-01
   5.00 0.00000e+00 7.37708e-01
   5.20 0.00000e+00 7.17222e-01
   5.40 0.00000e+00 6.96630e-01
   5.60 0.00000e+00 6.75988e-01
   5.80 0.00000e+00 6.55418e-01
   6.00 0.00000e+00 6.35121e-01
   6.20 0.00000e+00 6.15118e-01
   6.40 0.00000e+00 5.95829e-01
   6.60 0.00000e+00 5.77452e-01
   6.80 0.00000e+00 5.60254e-01
   7.00 0.00000e+00 5.44695e-01
   7.20 0.00000e+00 5.31104e-01
   7.40 0.00000e+00 5.19951e-01
   7.60 0.00000e+00 5.11648e-01
   7.80 0.00000e+00 5.06946e-01
   8.00 0.00000e+00 5.06519e-01
   8.20 0.00000e+00 5.10247e-01
   8.40 0.00000e+00 5.18170e-01
   8.60 0.00000e+00 5.29878e-01
   8.80 0.00000e+00 5.44753e-01
   9.00 0.00000e+00 5.62289e-01
   9.20 0.00000e+00 5.81974e-01
   9.40 0.00000e+00 6.03289e-01
   9.60 0.00000e+00 6.25740e-01
   9.80 0.00000e+00 6.48858e-01
  10.00 0.00000e+00 6.72225e-01
  10.20 0.00000e+00 6.95476e-01
  10.40 0.00000e+00 7.18314e-01
  10.60 0.00000e+00 7.40474e-01
  10.80 0.00000e+00 7.61707e-01
  11.00 0.00000e+00 7.81790e-01
  11.20 0.00000e+00 8.00539e-01
  11.40 0.00000e+00 8.17795e-01
  11.60 0.00000e+00 8.33449e-01
  11.80 0.00000e+00 8.47468e-01
  12.00 0.00000e+00 8.59831e-01
  12.20 0.00000e+00 8.70545e-01
  12.40 0.00000e+00 8.79752e-01
  12.60 0.00000e+00 8.87769e-01
  12.80 0.00000e+00 8.94899e-01
  13.00 0.00000e+00 9.01507e-01
  13.20 0.00000e+00 9.08050e-01
  13.40 0.00000e+00 9.14765e-01
  13.60 0.00000e+00 9.21296e-01
  13.80 0.00000e+00 9.27477e-01
  14.00 0.00000e+00 9.33103e-01
  14.20 0.00000e+00 9.37760e-01
  14.40 0.00000e+00 9.41135e-01
  14.60 0.00000e+00 9.43043e-01
  14.80 0.00000e+00 9.43051e-01
  15.00 0.00000e+00 9.41002e-01
  15.20 0.00000e+00 9.36897e-01
  15.40 0.00000e+00 9.30399e-01
  15.60 0.00000e+00 9.21587e-01
  15.80 0.00000e+00 9.10453e-01
  16.00 0.00000e+00 8.97101e-01
  16.20 0.00000e+00 8.81695e-01
  16.40 0.00000e+00 8.64419e-01
  16.60 0.00000e+00 8.45452e-01
  16.80 0.00000e+00 8.25007e-01
  17.00 0.00000e+00 8.03310e-01
  17.20 0.00000e+00 7.80584e-01
  17.40 0.00000e+00 7.57052e-01
  17.60 0.00000e+00 7.32947e-01
  17.80 0.00000e+00 7.08528e-01
  18.00 0.00000e+00 6.84035e-01
  18.20 0.00000e+00 6.59726e-01
  18.40 0.00000e+00 6.35902e-01
  18.60 0.00000e+00 6.12876e-01
  18.80 0.00000e+00 5.91001e-01
  19.00 0.00000e+00 5.70661e-01
  19.20 0.00000e+00 5.52152e-01
  19.40 0.00000e+00 5.35823e-01
  19.60 0.00000e+00 5.22114e-01
  19.80 0.00000e+00 5.11505e-01
  20.00 0.00000e+00 5.04202e-01
