   0.00 1.00000e+00 0.00000e+00
   0.20 9.99405e-01 5.94759e-04
   0.40 9.97716e-01 2.28355e-03
   0.60 9.95254e-01 4.74582e-03
   0.80 9.92513e-01 7.48676e-03
   1.00 9.90046e-01 9.95444e-03
   1.20 9.88319e-01 1.16811e-02
   1.40 9.87594e-01 1.24063e-02
   1.60 9.87854e-01 1.21459e-02
   1.80 9.88816e-01 1.11842e-02
   2.00 9.90039e-01 9.96069e-03
   2.20 9.91113e-01 8.88717e-03
   2.40 9.91796e-01 8.20418e-03
   2.60 9.92057e-01 7.94276e-03
   2.80 9.92025e-01 7.97499e-03
   3.00 9.91889e-01 8.11117e-03
   3.20 9.91811e-01 8.18948e-03
   3.40 9.91868e-01 8.13211e-03
   3.60 9.92042e-01 7.95829e-03
   3.80 9.92242e-01 7.75847e-03
   4.00 9.92354e-01 7.64631e-03
   4.20 9.92292e-01 7.70814e-03
   4.40 9.92032e-01 7.96795e-03
   4.60 9.91622e-01 8.37839e-03
   4.80 9.91162e-01 8.83753e-03
   5.00 9.90776e-01 9.22398e-03
   5.20 9.90563e-01 9.43661e-03
   5.40 9.90576e-01 9.42450e-03
   5.60 9.90802e-01 9.19809e-03
   5.80 9.91180e-01 8.82012e-03
   6.00 9.91620e-01 8.37995e-03
   6.20 9.92037e-01 7.96277e-03
   6.40 9.92376e-01 7.62390e-03
   6.60 9.92622e-01 7.37753e-03
   6.80 9.92797e-01 7.20281e-03
   7.00 9.92938e-01 7.06229e-03
   7.20 9.93074e-01 6.92557e-03
   7.40 9.93213e-01 6.78658e-03
   7.60 9.93333e-01 6.66690e-03
   7.80 9.93396e-01 6.60392e-03
   8.00 9.93371e-01 6.62930e-03
   8.20 9.93252e-01 6.74850e-03
   8.40 9.93068e-01 6.93198e-03
   8.60 9.92877e-01 7.12337e-03
   8.80 9.92738e-01 7.26174e-03
   9.00 9.92692e-01 7.30825e-03
   9.20 9.92736e-01 7.26447e-03
   9.40 9.92827e-01 7.17284e-03
   9.60 9.92902e-01 7.09818e-03
   9.80 9.92902e-01 7.09846e-03
  10.00 9.92801e-01 7.19864e-03
  10.20 9.92619e-01 7.38069e-03
  10.40 9.92405e-01 7.59472e-03
  10.60 9.92214e-01 7.78568e-03
  10.80 9.92078e-01 7.92175e-03
  11.00 9.91991e-01 8.00915e-03
  11.20 9.91915e-01 8.08532e-03
  11.40 9.91806e-01 8.19421e-03
  11.60 9.91643e-01 8.35731e-03
  11.80 9.91443e-01 8.55741e-03
  12.00 9.91255e-01 8.74484e-03
  12.20 9.91136e-01 8.86378e-03
  12.40 9.91116e-01 8.88368e-03
  12.60 9.91182e-01 8.81833e-03
  12.80 9.91279e-01 8.72149e-03
  13.00 9.91339e-01 8.66096e-03
  13.20 9.91314e-01 8.68557e-03
  13.40 9.91198e-01 8.80233e-03
  13.60 9.91024e-01 8.97588e-03
  13.80 9.90851e-01 9.14886e-03
  14.00 9.90729e-01 9.27132e-03
  14.20 9.90677e-01 9.32291e-03
  14.40 9.90683e-01 9.31718e-03
  14.60 9.90713e-01 9.28730e-03
  14.80 9.90738e-01 9.26244e-03
  15.00 9.90751e-01 9.24866e-03
  15.20 9.90774e-01 9.22563e-03
  15.40 9.90841e-01 9.15868e-03
  15.60 9.90979e-01 9.02069e-03
  15.80 9.91190e-01 8.80987e-03
  16.00 9.91446e-01 8.55431e-03
  16.20 9.91699e-01 8.30088e-03
  16.40 9.91905e-01 8.09469e-03
  16.60 9.92040e-01 7.95987e-03
  16.80 9.92109e-01 7.89139e-03
  17.00 9.92139e-01 7.86101e-03
  17.20 9.92167e-01 7.83323e-03
  17.40 9.92217e-01 7.78267e-03
  17.60 9.92296e-01 7.70409e-03
  17.80 9.92389e-01 7.61072e-03
  18.00 9.92477e-01 7.52327e-03
  18.20 9.92544e-01 7.45616e-03
  18.40 9.92591e-01 7.40873e-03
  18.60 9.92634e-01 7.36570e-03
  18.80 9.92694e-01 7.30608e-03
  19.00 9.92785e-01 7.21538e-03
  19.20 9.92905e-01 7.09472e-03
  19.40 9.93038e-01 6.96229e-03
  19.60 9.93154e-01 6.84645e-03
  19.80 9.93226e-01 6.77415e-03
  20.00 9.93240e-01 6.76006e-03
