0.40 1.16122e-01 7.46652e-02 4.71036e-02  0.010638929  1.313107033
0.60 -1.85543e-03 5.87469e-02 -1.45364e-01  0.012292648  1.371429946
1.00 5.10590e-03 -1.23471e-01 -2.22347e-02  0.007882730  1.283498972
1.00 -8.21878e-02 -6.17480e-02 -1.28660e-01  0.013560500  1.437998972
22.80 1.89915e-03 -1.31433e-02 5.18661e-02  0.001433224  1.132500132
23.40 7.42368e-02 2.70723e-03 -4.91877e-02  0.003968927  1.112508287
24.20 -4.46505e-02 -1.39958e-01 -3.96245e-02  0.011576037  1.220100087
28.60 1.60965e-01 -8.35991e-02 1.32609e-02  0.016537195  1.316817857
28.80 3.34760e-02 -6.52321e-02 -3.67322e-02  0.003362563  0.973825000
52.60 -1.66055e-02 -7.92093e-02 1.54170e-01  0.015159096  0.949414660
52.80 -1.24353e-01 -4.03414e-02 1.07580e-01  0.014332236  0.920337831
53.40 6.48504e-02 8.54460e-02 4.76907e-02  0.006890498  0.711397087
53.60 2.29995e-02 -1.79923e-02 -3.01872e-02  0.000881984  0.550284723
54.40 1.64499e-01 -7.60659e-03 -3.32497e-02  0.014111740  0.940856660
55.60 -7.77829e-02 -6.08488e-02 1.02091e-01  0.010087689  0.923779888
56.20 5.02411e-02 -1.52219e-02 9.03254e-02  0.005457274  0.853699830
62.60 -5.46179e-02 -1.65479e-02 -9.81940e-02  0.006449506  0.892342031
63.20 -7.53372e-02 -1.15920e-01 -1.34725e-01  0.018631906  1.190602316
63.20 -3.58087e-02 2.00611e-03 -1.06734e-01  0.006339258  0.856102316
63.40 1.36453e-02 -3.20993e-03 -9.63578e-02  0.004740663  0.804262734
63.40 8.58304e-02 -1.67251e-01 -9.41791e-02  0.022104717  1.276762734
67.20 -1.14391e-01 -1.47705e-01 -6.83873e-02  0.019789510  1.360902617
114.80 6.11110e-02 8.05189e-02 4.49407e-02  0.006118762  1.514843687
128.80 2.03498e-02 -9.70700e-02 -1.88933e-01  0.022766205  1.498210294
133.20 5.12512e-02 1.66232e-01 9.76710e-02  0.019899758  1.299275330
