52.80 -2.52388e-03 8.68660e-03 1.34663e-02  0.019192512  1.052592672
53.00 -2.52631e-03 9.62757e-03 1.47394e-02  0.019059061  1.044563609
53.20 -2.50384e-03 1.04824e-02 1.60291e-02  0.018963387  1.039799983
53.40 -2.44492e-03 1.11791e-02 1.72849e-02  0.018906058  1.038357121
55.40 -1.55081e-03 1.52464e-02 2.90505e-02  0.019547287  1.163319691
62.40 -2.42116e-03 2.24363e-04 1.16249e-02  0.019151315  1.251225809
62.40 -2.42116e-03 2.24363e-04 1.16249e-02  0.019151315  1.251225809
62.80 -2.77069e-03 3.00494e-03 1.44410e-02  0.019224263  1.227664424
62.80 -2.77069e-03 3.00494e-03 1.44410e-02  0.019224263  1.227664424
63.00 -2.93548e-03 4.99659e-03 1.63103e-02  0.019350035  1.219949613
63.20 -2.81736e-03 1.14912e-03 1.24247e-02  0.019233458  1.206971357
63.20 -2.81736e-03 1.14912e-03 1.24247e-02  0.019233458  1.206971357
63.40 -2.79451e-03 -2.68557e-03 8.55288e-03  0.019065138  1.194051557
63.60 -3.07697e-03 -7.19477e-03 6.04800e-03  0.018854814  1.181571807
64.20 -2.97696e-03 -3.68972e-03 6.36016e-03  0.018579847  1.163927146
128.80 -8.45663e-03 5.68494e-03 1.15760e-02  0.018271027  1.375890255
132.80 -8.79986e-03 5.21287e-03 1.04303e-02  0.018231745  1.225543213
133.20 -8.76844e-03 5.62945e-03 1.12265e-02  0.018023878  1.248230042
133.20 -8.76844e-03 5.62945e-03 1.12265e-02  0.018023878  1.248230042
133.60 -8.78892e-03 5.97828e-03 1.19089e-02  0.017921272  1.281514747
142.00 -7.81655e-03 1.30906e-02 1.68192e-02  0.019545276  1.236374318
142.00 -7.81655e-03 1.30906e-02 1.68192e-02  0.019545276  1.236374318
142.20 -7.06537e-03 1.01780e-02 1.54516e-02  0.019622040  1.213743699
142.40 -6.47218e-03 6.12343e-03 1.30542e-02  0.019655917  1.191215999
142.40 -6.47218e-03 6.12343e-03 1.30542e-02  0.019655917  1.191215999
142.60 -6.17079e-03 1.95933e-03 1.01401e-02  0.019631827  1.168604735
143.00 -6.46489e-03 -3.50071e-03 4.69757e-03  0.019406720  1.123827369
143.20 -6.86574e-03 -4.12685e-03 2.85821e-03  0.019226522  1.102553249
143.20 -6.86574e-03 -4.12685e-03 2.85821e-03  0.019226522  1.102553249
143.20 -6.86574e-03 -4.12685e-03 2.85821e-03  0.019226522  1.102553249
143.40 -7.24477e-03 -3.41203e-03 1.94705e-03  0.019054996  1.083654548
143.60 -7.86430e-03 1.58143e-03 5.11705e-03  0.018892805  1.067209015
143.80 -7.98992e-03 6.54362e-03 8.78179e-03  0.018981460  1.059835603
219.40 -3.52988e-03 6.51527e-03 1.11160e-02  0.019312377  1.158820128
226.00 -3.18489e-03 5.07359e-03 6.48521e-03  0.018065964  1.271588577
240.60 -2.53822e-03 3.72894e-03 6.54642e-03  0.018527890  1.156607096
240.60 -2.53822e-03 3.72894e-03 6.54642e-03  0.018527890  1.156607096
240.60 -2.53822e-03 3.72894e-03 6.54642e-03  0.018527890  1.156607096
241.00 -2.51765e-03 3.78922e-03 6.64498e-03  0.018463841  1.112872042
241.40 -2.73610e-03 5.96347e-03 8.57423e-03  0.018385399  1.073738216
241.60 -2.88668e-03 7.79229e-03 1.01105e-02  0.018429007  1.058477101
241.80 -2.92497e-03 9.01104e-03 1.11279e-02  0.018514469  1.045794287
241.80 -2.92497e-03 9.01104e-03 1.11279e-02  0.018514469  1.045794287
241.80 -2.92497e-03 9.01104e-03 1.11279e-02  0.018514469  1.045794287
241.80 -2.92497e-03 9.01104e-03 1.11279e-02  0.018514469  1.045794287
242.00 -2.85290e-03 9.48545e-03 1.15492e-02  0.018598676  1.034561275
242.00 -2.85290e-03 9.48545e-03 1.15492e-02  0.018598676  1.034561275
242.00 -2.85290e-03 9.48545e-03 1.15492e-02  0.018598676  1.034561275
242.20 -2.69816e-03 9.24251e-03 1.13961e-02  0.018641727  1.023729572
242.40 -2.50417e-03 8.42062e-03 1.07607e-02  0.018616248  1.012584073
242.80 -2.16090e-03 5.88062e-03 8.49787e-03  0.018335441  0.988775274
243.00 -2.07147e-03 4.56879e-03 7.12070e-03  0.018107298  0.976875794
245.80 -2.36647e-03 2.57863e-04 -1.26755e-03  0.017544561  1.031307907
246.00 -2.09447e-03 3.45968e-03 1.79039e-03  0.017608262  1.045682273
246.20 -1.75706e-03 6.31098e-03 4.75425e-03  0.017880745  1.066184954
246.60 -1.39103e-03 7.79352e-03 7.42064e-03  0.018362204  1.106330950
246.60 -1.39103e-03 7.79352e-03 7.42064e-03  0.018362204  1.106330950
