   0.00 0.000000000e+00 0.000000000e+00 3.027170739e-02 3.684094800e-02
   0.20 -5.744472000e-03 -5.744472000e-03 2.495124151e-02 3.145089500e-02
   0.40 -1.139759600e-02 -1.139759600e-02 1.980408349e-02 2.621926900e-02
   0.60 -1.641931900e-02 -1.641931900e-02 1.535906442e-02 2.168715400e-02
   0.80 -2.043585100e-02 -2.043585100e-02 1.200977150e-02 1.822744500e-02
   1.00 -2.326034600e-02 -2.326034600e-02 9.930144471e-03 1.602464200e-02
   1.20 -2.486457100e-02 -2.486457100e-02 9.144364404e-03 1.510392800e-02
   1.40 -2.531808900e-02 -2.531808900e-02 9.572974256e-03 1.539082700e-02
   1.60 -2.476506100e-02 -2.476506100e-02 1.106505587e-02 1.673475800e-02
   1.80 -2.339103000e-02 -2.339103000e-02 1.342557363e-02 1.894331700e-02
   2.00 -2.138367600e-02 -2.138367600e-02 1.645769248e-02 2.182144400e-02
   2.20 -1.892225000e-02 -1.892225000e-02 1.997061014e-02 2.518173000e-02
   2.40 -1.617026300e-02 -1.617026300e-02 2.379700920e-02 2.885236300e-02
   2.60 -1.326516300e-02 -1.326516300e-02 2.778826315e-02 3.268777700e-02
   2.80 -1.031790400e-02 -1.031790400e-02 3.180822013e-02 3.656897900e-02
   3.00 -7.416932000e-03 -7.416932000e-03 3.577275892e-02 4.039963700e-02
   3.20 -4.630433000e-03 -4.630433000e-03 3.960851109e-02 4.410431700e-02
   3.40 -2.008072000e-03 -2.008072000e-03 4.325789744e-02 4.762685500e-02
   3.60 4.156430000e-04 4.156430000e-04 4.667589530e-02 5.092691200e-02
   3.80 2.617847000e-03 2.617847000e-03 4.983085054e-02 5.397642500e-02
   4.00 4.584417000e-03 4.584417000e-03 5.270265476e-02 5.675663900e-02
   4.20 6.307974000e-03 6.307974000e-03 5.528801598e-02 5.925612800e-02
   4.40 7.786644000e-03 7.786644000e-03 5.758541492e-02 6.146954700e-02
   4.60 9.023138000e-03 9.023138000e-03 5.951479752e-02 6.339667100e-02
   4.80 1.002391600e-02 1.002391600e-02 6.126135374e-02 6.504153600e-02
   5.00 1.079837800e-02 1.079837800e-02 6.279477319e-02 6.641160800e-02
   5.20 1.135802800e-02 1.135802800e-02 6.404521774e-02 6.751693300e-02
   5.40 1.171564000e-02 1.171564000e-02 6.456891952e-02 6.836925600e-02
   5.60 1.188435000e-02 1.188435000e-02 6.531500505e-02 6.898108200e-02
   5.80 1.187642000e-02 1.187642000e-02 6.573817466e-02 6.936443600e-02
   6.00 1.170161700e-02 1.170161700e-02 6.590854425e-02 6.952924600e-02
   6.20 1.136545200e-02 1.136545200e-02 6.585042951e-02 6.948157000e-02
   6.40 1.086776300e-02 1.086776300e-02 6.556827919e-02 6.922215000e-02
   6.60 1.020207900e-02 1.020207900e-02 6.506143086e-02 6.874573600e-02
   6.80 9.355976000e-03 9.355976000e-03 6.427705919e-02 6.804141500e-02
   7.00 8.312305000e-03 8.312305000e-03 6.330008925e-02 6.709384600e-02
   7.20 7.051141000e-03 7.051141000e-03 6.203281243e-02 6.588522600e-02
   7.40 5.552621000e-03 5.552621000e-03 6.047051461e-02 6.439814000e-02
   7.60 3.800668000e-03 3.800668000e-03 5.860681515e-02 6.261929000e-02
   7.80 1.787101000e-03 1.787101000e-03 5.643625489e-02 6.054361500e-02
   8.00 -4.845650000e-04 -4.845650000e-04 5.396550552e-02 5.817809100e-02
   8.20 -2.996513000e-03 -2.996513000e-03 5.121689316e-02 5.554436500e-02
   8.40 -5.715831000e-03 -5.715831000e-03 4.822823409e-02 5.267954700e-02
   8.60 -8.594626000e-03 -8.594626000e-03 4.505364532e-02 4.963590900e-02
   8.80 -1.156996500e-02 -1.156996500e-02 4.176191370e-02 4.648084900e-02
   9.00 -1.456471800e-02 -1.456471800e-02 3.843664139e-02 4.329623900e-02
   9.20 -1.749033000e-02 -1.749033000e-02 3.517271325e-02 4.017587800e-02
   9.40 -2.024954000e-02 -2.024954000e-02 3.207443966e-02 3.722248900e-02
   9.60 -2.273278900e-02 -2.273278900e-02 2.925782003e-02 3.455045200e-02
   9.80 -2.481431900e-02 -2.481431900e-02 2.685512385e-02 3.229015800e-02
  10.00 -2.635731800e-02 -2.635731800e-02 2.501044223e-02 3.058355800e-02
  10.20 -2.721680900e-02 -2.721680900e-02 2.387485410e-02 2.958009400e-02
  10.40 -2.723545800e-02 -2.723545800e-02 2.361089250e-02 2.943997800e-02
  10.60 -2.626387200e-02 -2.626387200e-02 2.437285808e-02 3.031575300e-02
  10.80 -2.420013400e-02 -2.420013400e-02 2.626748940e-02 3.231205600e-02
  11.00 -2.100856400e-02 -2.100856400e-02 2.933378744e-02 3.546440500e-02
  11.20 -1.676401400e-02 -1.676401400e-02 3.349815870e-02 3.969842800e-02
  11.40 -1.171366300e-02 -1.171366300e-02 3.850572539e-02 4.476674500e-02
  11.60 -6.267804000e-03 -6.267804000e-03 4.396193505e-02 5.025613300e-02
  11.80 -9.731390001e-04 -9.731390001e-04 4.723348699e-02 5.561718000e-02
  12.00 3.542906000e-03 3.542906000e-03 5.389925863e-02 6.022018300e-02
  12.20 6.697916000e-03 6.697916000e-03 5.717379488e-02 6.348020400e-02
  12.40 8.093095000e-03 8.093095000e-03 5.871871258e-02 6.499648800e-02
  12.60 7.608374000e-03 7.608374000e-03 5.841394398e-02 6.464817800e-02
  12.80 5.426525000e-03 5.426525000e-03 5.644323794e-02 6.261846800e-02
  13.00 1.978578000e-03 1.978578000e-03 5.323727528e-02 5.933969600e-02
